Who goes there!?	なんだ、おまえたちは！
Oh…	おろ～……
Isn't there any way to prevent this?	ね、なんとか酔わない方法ってないのかな？
Well, according to my research…	俺の研究によると……
First off, if you're nervous a lot, you won't get sick.	まず、緊張していると酔わないな
But you can't always be nervous.	しかし、常に緊張しているわけにもいかない
With this much space, your best bet is to move around while you're riding.	こういう広い場所がある乗り物では動き回るのが良い方法だ
It also might be a good idea to stretch sometimes, too.	その場で身体を動かすのもいいだろうな
But in SOLDIER, we spent a lot of time in trucks.	でも、兵士はトラックでの移動が多かったからな
That sucked!	あれは最悪だった……
And there's one thing you mustn't do when riding.	ああ、それから絶対に乗り物の中でしてはいけないことがある
And that is…	それは……
Read!	字を読むこと！
Once you get sick, there's nothing anyone can do.	まあ、一度酔ってしまったら何をやってもどうしようもない……
I know it's tough…	つらいところだよな……
…So you’re a little better off than me.	あ、でも仲間がいるからちょっとだけ、元気でたよ
But I don't feel…well.	気分は……はぅ……だけどね
That's a good Chocobo.	良いチョコボですね～
I'm bored… I want to ride a Chocobo.	さびしいです……チョコボのせてください……
How do I?	どうやって？
Later	そのうちに
Listen…you gotta ride in on a Chocobo you've raised yourself.	はい、それはですね自分で育てたチョコボにのったままハイウインドにのりこむんです
Then, if you bring your Chocobo to this stable, you can let it rest here.	そうすれば、このチョコぼうにチョコボが入ってくるんです。
I'll take care of it for you.	はい、世話は私におまかせください
What? How do you raise a Chocobo? Can't say I know much about that.	え？　チョコボの育て方？う～ん、それは私もよく知りません
If you want to know about raising Chocobo, there's a Chocobo ranch near Midgar. You should ask them.	チョコボ育てのことならミッドガル近くの【グリン＆グリングリン牧場】で話を聞けばＯＫだと思いますよ
Anyhow, to the world map...	とりあえずワールドマップへ
I'm going.	いくです
I'm not goin'.	いかないです
Welcome to my airship-the Highwind!	ようこそ、オレ様の飛空艇ハイウインドへ！
What's wrong!? You should be more excited than that!	どうしたい！もちっと感激しろい！
CID…	CID……
Yeah…	おう……
Not enough crew.	メンバー……足りないね
Do you think we aren't strong enough without CLOUD?	CLOUDがいないとダメかい？
Do you think we can't save the Planet alone?	オイラたちだけじゃ星を救えないのかな？
Meteor is coming, and Weapon is on the rampage…	メテオがせまってきてウェポンが暴れていて……
At a time like this, I don't know what I'm supposed to do.	そんな時に何をすればいいのかなんて私にはわからない……
No idea at all…	もう、わからない……
Get a hold of yourself, TIFA! C'mon, let's think about this!	何言ってんだ、TIFA！いっしょに考えようぜ！
No way we can get offa this train we're on!	オレたちが乗っちまった列車は途中下車はできねえぜ！
If only CLOUD was here, everything would be fine.	……CLOUDがいれば全部解決するような気がする
CLOUD would…	CLOUDがね……
…stand that cocky little way he did, and tell us what to do.	いつもそうしていたみたいにちょっと気取ったポーズで言ってくれるの
He'd say, 'Everything's under control, TIFA.'	だいじょうぶだよ、TIFAって
TIFA! When'd you become such a wimp!	TIFA！　いつからそんなに弱い女になったんだよ！
I'm sorry, BARRET.	ゴメン、BARRET
I'm so depressed, I'm surprised at myself.	私もちょっとびっくり。がっかりだね
And TIFA…the reason why we all thought it was CLOUD was because…	それにTIFA……オイラたちがCLOUDだと思ってたのは……
I know.	……わかってる
That's why I want to make sure. That's why I have to see him again.	だから確かめたいの。もう一度会いたいの
I want you to know I didn't dislike him.	オレ様はアイツのことはキライじゃなかったぜ
I gotta admit he was a strange dude.	変なヤツだったけどな
Just when you thought he was cool, he'd do some damn fool thing.	カッコつけてるかと思えば間の抜けたこともする
Then when you thought he was smart, he'd show how stupid he was.	やたら物知りなヤツだと思えばあたりまえのことも知らない
Everything about him from his movements to his speech were kinda odd.	動き方も話し方もなんかチグハグなんだよな
Knowin' what I do now, I can see why he was that way.	今にして思えばああ、なるほどってやつだけどよ
Well, as long as you stay alive, you just might see him again someday. So cheer up, sis.	ま、生きてりゃそのうち会えるさ。元気だせ、ネエちゃん
…I'll be able to see him someday.	……会えるよね
If we can find out where he is, the Highwind'll get us there in no time.	ツンツン頭のい場所さえわかればこのハイウインドでひとっ飛びよ
Maybe…	……もしかしたら
CLOUD is still stuck deep in the North Crater, where the ground cracked and swallowed him up…	北のクレーターの奥底で地面がくずれてCLOUDはそのまま……
Buried in the depths of the underground…	さらに地中の奥深く……
Deep within the earth…are you talking about the Lifestream?	地中の奥深く……ライフストリーム？
The Lifestream sometimes gushes out from cracks in the ocean floor to the surface.	そのライフストリームが海底スレスレを通っていてときどき地上に吹き出す
I heard about such a place.	そんな場所があるって話を聞いたことがあるんだ
Maybe, just maybe CLOUD's…	もし、もし、もしかしたらCLOUDも……
Pilot in training (LV3)	見習いパイロット（ＬＶ３）
Yaaaaahh! Don't talk to me right now!	あわわわわ！話しかけないでくださいっ！
Get a hold of yourself!	しっかりしろい！
Waaaaah! Captain CID!	あわわわわ！CID艇長～！
TIFA, sorry, but I've gotta show this moron how to land the ship.	ネエちゃん、すまねえがオレ様はコイツに着陸の仕方をしこまなくちゃなんねえんだ
Don't worry, it'll be done in a minute.	な～に、すぐに終わっからよ
Oh, and TIFA…	そうだ、ネエちゃん
No matter what your goal is, you've got to be prepared.	ま、目的はなんにせよ準備が必要だろ？
Go to the Operation room and get ready.	ＯＰＥＲＡＴＩＯＮって部屋でちょこっと準備してこいよ
